subject,category,title,language,video_id,url
algebra,Algebra,HOW TO TEACH OR LEARN SOLVING TRIGONOMETRIC EQUATIONS,English,UEOsLyn9a5U,https://www.youtube.com/watch?v=UEOsLyn9a5U
algebra,Algebra,PAG-GAMIT NG DESMOS SA PAG-SOLVE NG MGA FACTORABLE EQUATIONS  | MATH TEACHING TIPS,English,UXHAaGi-mTg,https://www.youtube.com/watch?v=UXHAaGi-mTg
algebra,Algebra,BAKIT BA HINAHANAP PA DIN SI X? | PAANO GUMALING SA MATH | Kumu Live | EP9,Filipino,V-9cjFaxuzI,https://www.youtube.com/watch?v=V-9cjFaxuzI
algebra,Algebra,HOW COMPLETING THE SQUARES HELPS IN LEARNING CONIC SECTIONS | MATH TEACHING TIPS,English,V40cad0EONM,https://www.youtube.com/watch?v=V40cad0EONM
algebra,Algebra,Algebra - Basic Set Notation,English,VIEXBaN8kVQ,https://www.youtube.com/watch?v=VIEXBaN8kVQ
algebra,Algebra,"LET, UPCAT, SAT, MCQ REVIEW -  Solve Congruence and Equations with Ease! #math",English,VPJ6h6CqnwI,https://www.youtube.com/watch?v=VPJ6h6CqnwI
algebra,Algebra,ALGEBRA Solving Literal Equations,English,VT2irUg5h1E,https://www.youtube.com/watch?v=VT2irUg5h1E
algebra,Algebra,PAANO MAG-CONVERT SA METRIC SYSTEM | ALGEBRA,Filipino,V_TA5aACiGw,https://www.youtube.com/watch?v=V_TA5aACiGw
algebra,Algebra,Introduction to  Imaginary Numbers | Solving for the Square Root of Negative Numbers | ALGEBRA,English,VwBDCNE8Or8,https://www.youtube.com/watch?v=VwBDCNE8Or8
algebra,Algebra,HOW TO WRITE TWO-COLUMN PROOF USING TRIANGLE INEQUALITY THEOREM | GEOMETRY,English,WBdONbnS1rU,https://www.youtube.com/watch?v=WBdONbnS1rU
algebra,Algebra,Practice Exercises sa Pag Gamit ng Remainder Theorem at Factor Root Theorem | ALGEBRA| PAANO?,Filipino,WLqs4D50zdg,https://www.youtube.com/watch?v=WLqs4D50zdg
algebra,Algebra,Paano Mag Compute ng X-intercept at Y-intercept ng Standard Equation ng Line | ALGEBRA,Filipino,WdCjASOqzJY,https://www.youtube.com/watch?v=WdCjASOqzJY
algebra,Algebra,PROVING TRIGONOMETRIC IDENTITIES (BASIC) IN FILIPINO | TRIGONOMETRY,Filipino,Wwgn9yY8Cic,https://www.youtube.com/watch?v=Wwgn9yY8Cic
algebra,Algebra,"FINDING YOUR ""X"" IN AN ANGLE | Paano Gumaling Sa Math",Filipino,XGV0GD9Jv_E,https://www.youtube.com/watch?v=XGV0GD9Jv_E
algebra,Algebra,ALGEBRA: Paano Magsolve ng  Linear System Gamit ang Substitution Method,Filipino,X_fJDYl4mZ4,https://www.youtube.com/watch?v=X_fJDYl4mZ4
algebra,Algebra,HOW TO DIVIDE POLYNOMIALS USING LONG AND SYNTHETIC DIVISION | LEARN FROM HOME #KadaUNO #StayHome,English,XdCIziYEtdE,https://www.youtube.com/watch?v=XdCIziYEtdE
algebra,Algebra,Paano mag Prove ng mga Trigonometric Identities,Filipino,YXRMepVjWl4,https://www.youtube.com/watch?v=YXRMepVjWl4
algebra,Algebra,"TEST BROADCAST for Kumu Live, Friday, Feb 5",English,Yh991CFxTlg,https://www.youtube.com/watch?v=Yh991CFxTlg
algebra,Algebra,How to Find the Inverse of a function (Basic) | ALGEBRA,English,YjBrwsSv2Tw,https://www.youtube.com/watch?v=YjBrwsSv2Tw
algebra,Algebra,PAG-GAMIT NG MGA PROPERTIES NG LINES CUT BY A TRANSVERSAL | GEOMETRY,Filipino,ZS0gIInumsk,https://www.youtube.com/watch?v=ZS0gIInumsk
algebra,Algebra,Paano Mag Solve ng Linear System Gamit ang Elimination Method,Filipino,ZXxaDCGmfzc,https://www.youtube.com/watch?v=ZXxaDCGmfzc
algebra,Algebra,ALGEBRA: Introduction to Linear Algebra and Marix in Filipino,Filipino,_5tgtEEF2s0,https://www.youtube.com/watch?v=_5tgtEEF2s0
algebra,Algebra,Cramer's Rule in Solving Linear System Using and Augmented Matrix | ALGEBRA | LINEAR ALGEBRA,English,aJ1G74lAb2s,https://www.youtube.com/watch?v=aJ1G74lAb2s
algebra,Algebra,LECTURE: SEQUENCES AND SERIES: ARITHMETIC AND GEOMETRIC (PART 1),English,aK6HycuCA0c,https://www.youtube.com/watch?v=aK6HycuCA0c
algebra,Algebra,Solving Logarithmic Expressions in Filipino | ALGEBRA| PAANO?,Filipino,aXWfixnuwec,https://www.youtube.com/watch?v=aXWfixnuwec
algebra,Algebra,PAANO MAGTURO NG PAGSOLVE NG ALGEBRAIC EQUATION,Filipino,ausztnAvctE,https://www.youtube.com/watch?v=ausztnAvctE
algebra,Algebra,HOW TO SOLVE WORD PROBLEMS INVOLVING JOINT VARIATION | ALGEBRA,English,bAzfn5Dm_Co,https://www.youtube.com/watch?v=bAzfn5Dm_Co
algebra,Algebra,Plotting points in the Cartesian Coordinate in Filipino | ALGEBRA| PAANO?,Filipino,bB0rIYTJcPw,https://www.youtube.com/watch?v=bB0rIYTJcPw
algebra,Algebra,HOW TO SOLVE TRIG EQUATIONS USING THE IDENTITIES (BASIC) | TRIGONOMETRY,English,bHAEjYJu5cE,https://www.youtube.com/watch?v=bHAEjYJu5cE
algebra,Algebra,Algebra 2 :  Rationalizing Complex Numbers Part1,English,bgjWxScnBnA,https://www.youtube.com/watch?v=bgjWxScnBnA
algebra,Algebra,HOW TO CLASSIFY TRIANGLES ACCORDING TO ITS SIDES AND ANGLES | GEOMETRY,English,c2jiRGnM1qU,https://www.youtube.com/watch?v=c2jiRGnM1qU
algebra,Algebra,HOW TO DESCRIBE THE SOLUTIONS OF A LINEAR SYSTEM,English,cOOL77M53TA,https://www.youtube.com/watch?v=cOOL77M53TA
algebra,Algebra,ANALYTIC GEOMETRY- Analyzing and Ellipse in Filipino,Filipino,cTSaJSljYho,https://www.youtube.com/watch?v=cTSaJSljYho
algebra,Algebra,Lesson Kung Paano Mag Compute ng DETERMINANT 2x2 and 3x3 Matrices | ALGEBRA| PAANO?,Filipino,c_eL_StOIxA,https://www.youtube.com/watch?v=c_eL_StOIxA
algebra,Algebra,Paano Mag Classify ng Polynomials Gamit ang Standard Form Nito | ALGEBRA| PAANO?,Filipino,cfPCDs7zBTM,https://www.youtube.com/watch?v=cfPCDs7zBTM
algebra,Algebra,Rationalizing Radical Expressions AND COMPLEX NUMBERS in Filipino | ALGEBRA | PAANO?,Filipino,cj9Jo7By6z4,https://www.youtube.com/watch?v=cj9Jo7By6z4
algebra,Algebra,Simplifying Imaginary Numbers | ALGEBRA,English,cjsGdIAdSbc,https://www.youtube.com/watch?v=cjsGdIAdSbc
algebra,Algebra,ALGEBRA: Lesson on Midpoint Formula by Dr. E | Numberbender,Filipino,dHGY7TKe9wk,https://www.youtube.com/watch?v=dHGY7TKe9wk
algebra,Algebra,RATIONALIZING COMPLEX NUMBERS | ALGEBRA | PAANO?,Filipino,dHjYnXKQm_Y,https://www.youtube.com/watch?v=dHjYnXKQm_Y
algebra,Algebra,"LET, UPCAT, SAT, MCQ REVIEW -  Graphing Linear Equations: Slope-Intercept Technique  #math",English,dU_Eq802T4o,https://www.youtube.com/watch?v=dU_Eq802T4o
algebra,Algebra,PAANO GUMAMIT NG ZERO PAIRS AT NUMBERLINE SA PAGSOLVE NG PROBLEMS ON INTEGERS | MATH TEACHING TIPS,Filipino,dZ2hwfKMIrk,https://www.youtube.com/watch?v=dZ2hwfKMIrk
algebra,Algebra,Operations of Functions,English,dco027ntuh8,https://www.youtube.com/watch?v=dco027ntuh8
algebra,Algebra,HOW TO WRITE THE QUADRATIC FUNCTION GIVEN THE TABLE OF VALUES | ALGEBRA,English,doQ9Ll0pwMU,https://www.youtube.com/watch?v=doQ9Ll0pwMU
algebra,Algebra,GRAPHING LINEAR EQUATION USING Slope-Intercept form | ALGEBRA| PAANO?,Filipino,e0pgfD66bZY,https://www.youtube.com/watch?v=e0pgfD66bZY
algebra,Algebra,SIMPLIFYING Radical Expressions at MULTIPLYING  ng Radicals | ALGEBRA | PAANO?,Filipino,e2iOBjGtNqk,https://www.youtube.com/watch?v=e2iOBjGtNqk
algebra,Algebra,LESSON ON WRITING GENERAL EQUATION OF CONIC SECTION TO STANDARD FORM,English,ebEbc8AggxY,https://www.youtube.com/watch?v=ebEbc8AggxY
algebra,Algebra,Solving Composite Functions | ALGEBRA,English,ebXmrJp84QM,https://www.youtube.com/watch?v=ebXmrJp84QM
algebra,Algebra,Using the Point Slope Form in Writing the Equation of a line in Filipino | ALGEBRA| PAANO?,Filipino,efLCemgaTj0,https://www.youtube.com/watch?v=efLCemgaTj0
algebra,Algebra,SOLVING Function Operations AND Composite Functions | ALGEBRA| PAANO?,Filipino,fDlWPUEPqBM,https://www.youtube.com/watch?v=fDlWPUEPqBM
algebra,Algebra,HOW TO FORMULATE A UNIT OF CONVERSION IN CONVERTING METRICS TO IMPERIAL AND VV | ALGEBRA,English,f_jJEKCm6Ew,https://www.youtube.com/watch?v=f_jJEKCm6Ew
algebra,Algebra,LESSON ON SOLVING ELLIPSE GIVEN ITS PARTS,English,fdqdvIc4WcI,https://www.youtube.com/watch?v=fdqdvIc4WcI
algebra,Algebra,TIPS AND TRICKS ON ANSWERING PERCENTAGES PROBLEMS | Paano Gumaling Sa Math,Filipino,fdwpC3MJnPk,https://www.youtube.com/watch?v=fdwpC3MJnPk
algebra,Algebra,Practice Exercises on Finding Solutions of Polynomials Using Factor and Remainder Theorem,English,fwkn1JCvIbc,https://www.youtube.com/watch?v=fwkn1JCvIbc
algebra,Algebra,"LET, UPCAT, SAT, MCQ REVIEW - Solutions of LINEAR INEQUALITIES  #math #mathematics",English,gFjkMatkALs,https://www.youtube.com/watch?v=gFjkMatkALs
algebra,Algebra,WEB APP NA PUWEDENG GAMITIN SA PAG-SOLVE NG MATRIX OPERATIONS  | MATH TEACHING TIPS,Filipino,gURNcWqe6zg,https://www.youtube.com/watch?v=gURNcWqe6zg
algebra,Algebra,How to Find the Roots of Polynomials | Factor Root & Remainder Theorem Explained,English,g_PFUB8O3uE,https://www.youtube.com/watch?v=g_PFUB8O3uE
algebra,Algebra,RATIO AND PROPORTION: Answering Word Problems | Paano Gumaling sa Math | LIVE,Filipino,ggOIoMfRbd0,https://www.youtube.com/watch?v=ggOIoMfRbd0
algebra,Algebra,PAANO MAG-SOLVE NG SOLUTIONS NG QUADRATIC INEQUALITIES | ALGEBRA,Filipino,gi540Nt-LU4,https://www.youtube.com/watch?v=gi540Nt-LU4
algebra,Algebra,LECTURE: PAGSOLVE NG ARITHMETIC AND GEOMETRIC SEQUENCE (PART 2),Filipino,h8Umnw4h47s,https://www.youtube.com/watch?v=h8Umnw4h47s
algebra,Algebra,PAANO MAG-FORMULATE NG CONVERSION FACTOR TO CONVERT METRIC SYSTEM TO IMPERIAL |,Filipino,hKt5xJGMSR0,https://www.youtube.com/watch?v=hKt5xJGMSR0
algebra,Algebra,HOW TO LEARN OPERATIONS INVOLVING RATIONAL EXPRESSIONS | MATH TEACHING TIPS,English,hMAv8yyeQH8,https://www.youtube.com/watch?v=hMAv8yyeQH8
algebra,Algebra,HOW TO USE DESMOS IN SOLVING ALGEBRAIC EQUATIONS | MATH TEACHING TIPS,English,hQzzWjSkRKE,https://www.youtube.com/watch?v=hQzzWjSkRKE
algebra,Algebra,Adding and Subtracting Rational Expressions in Filipino | ALGEBRA | PAANO?,Filipino,hThjYu2tScU,https://www.youtube.com/watch?v=hThjYu2tScU
algebra,Algebra,TRIGONOMETRY: Simplifying Trig Identities in Filipino,Filipino,hblJwdxua8s,https://www.youtube.com/watch?v=hblJwdxua8s
algebra,Algebra,USING CRAMER'S RULE IN SOLVING LINEAR SYSTEMS | LEARN FROM HOME #stayHome #kadaUNO,English,hgkAYEIM8aE,https://www.youtube.com/watch?v=hgkAYEIM8aE
algebra,Algebra,HOW TO USE THE HINGE THEOREM IN SOLVING TRIANGLE INEQUALITIES | GEOMETRY,English,htKJ7bHDn7g,https://www.youtube.com/watch?v=htKJ7bHDn7g
algebra,Algebra,CONSTRUCTING PERPENDICULAR AND ANGLE BISECTORS | GEOMETRY,English,i0tL90iYJeg,https://www.youtube.com/watch?v=i0tL90iYJeg
algebra,Algebra,PAANO MAG-SOLVE NG PARALLELOGRAMS GAMIT ANG PROPERTIES AT CONDITIONS NITO | GEOMETRY,Filipino,iGolbbwfY7E,https://www.youtube.com/watch?v=iGolbbwfY7E
algebra,Algebra,HOW TO SOLVE LINEAR SYSTEMS WITH 3 VARIABLES USING LINEAR ALGEBRA | MATH TEACHING TIPS,English,iJ1agtA6eEM,https://www.youtube.com/watch?v=iJ1agtA6eEM
algebra,Algebra,Writing the Standard Form of an Ellipse,English,iTCmw-GWGFk,https://www.youtube.com/watch?v=iTCmw-GWGFk
algebra,Algebra,Solving Logarithmic Equation in Filipino | ALGEBRA | PAANO,Filipino,ilJVF8VS1ws,https://www.youtube.com/watch?v=ilJVF8VS1ws
algebra,Algebra,HOW TO CONVERT TIME AND TEMPERATURE USING CONVERSION FACTOR | ALGEBRA,English,jAxrL0VvotI,https://www.youtube.com/watch?v=jAxrL0VvotI
algebra,Algebra,Adding and Subtracting Complex NUmbers,English,jIa-Jfsq27g,https://www.youtube.com/watch?v=jIa-Jfsq27g
algebra,Algebra,FINDING THE DOMAIN OF RATIONAL FUNCTIONS | ALGEBRA,English,jMQRVs59Ydw,https://www.youtube.com/watch?v=jMQRVs59Ydw
algebra,Algebra,ALGEBRA2: Solving Logarithmic Equations,English,jUtY5aj_DUk,https://www.youtube.com/watch?v=jUtY5aj_DUk
algebra,Algebra,REPRESENTING REAL NUMBERS ON A NUMBER LINE | ALGEBRA,English,jgKKaNiylGw,https://www.youtube.com/watch?v=jgKKaNiylGw
algebra,Algebra,SOLVING Complex Numbers AND Imaginary Numbers | ALGEBRA| PAANO?,Filipino,jy5HoYcVCX0,https://www.youtube.com/watch?v=jy5HoYcVCX0
algebra,Algebra,ALGEBRA: Finding the Midpoint of a line,English,kCxQdKWwFOk,https://www.youtube.com/watch?v=kCxQdKWwFOk
algebra,Algebra,Mga Examples ng Pag-classify ng Polynomials na nasa Standard Form | ALGEBRA| PAANO?,Filipino,kFIw3lAcT7g,https://www.youtube.com/watch?v=kFIw3lAcT7g
algebra,Algebra,Writing Equation of an ellipse with center at the origin,English,kIJA3Q8QZTQ,https://www.youtube.com/watch?v=kIJA3Q8QZTQ
algebra,Algebra,PAANO MAG-SOLVE NG MGA WORD PROBLEMS ON JOINT VARIATION | ALGEBRA,Filipino,kPkpywEVDBM,https://www.youtube.com/watch?v=kPkpywEVDBM
algebra,Algebra,Algebra Lesson on Factoring Quadratic Equations,English,kRIuLW8KBE4,https://www.youtube.com/watch?v=kRIuLW8KBE4
algebra,Algebra,ALGEBRA Rationalizing Complex Numbers USING COMPLEX CONJUGATE  Part1 in Filipino,Filipino,kxVWdZQA4Fw,https://www.youtube.com/watch?v=kxVWdZQA4Fw
algebra,Algebra,"BUSINESS UNUSUAL: TEACHING AND LEARNING IN THE ""NEW NORMAL""",English,l63st_3Htx0,https://www.youtube.com/watch?v=l63st_3Htx0
algebra,Algebra,HOW TO SIMPLIFY ALGEBRAIC EXPRESSIONS | ALGEBRA,English,lHXM0qNqN5U,https://www.youtube.com/watch?v=lHXM0qNqN5U
algebra,Algebra,PAG-GAMIT NG HINGE THEOREM SA PAG-SOLVE NG TRIANGLE INEQUALITIES | GEOMETRY,Filipino,lQBED00UEKY,https://www.youtube.com/watch?v=lQBED00UEKY
algebra,Algebra,USING Cramer's Rule sa Pagsolve ng Linear System | ALGEBRA| PAANO?,Filipino,lSo5at2n164,https://www.youtube.com/watch?v=lSo5at2n164
algebra,Algebra,Lesson on How to Find the Solutions of Radical Equations,English,lgd7DJ4E5rI,https://www.youtube.com/watch?v=lgd7DJ4E5rI
algebra,Algebra,"SOLVING QUADRATICS: TWICE THE CHALLENGE, TWICE THE FUN | Paano Gumaling Sa Math",Filipino,m-2o3SoRDFM,https://www.youtube.com/watch?v=m-2o3SoRDFM
algebra,Algebra,Finding the Domain of a Rational Function in Filipino (Advanced)| ALGEBRA,Filipino,m2NhXgWKj1s,https://www.youtube.com/watch?v=m2NhXgWKj1s
algebra,Algebra,Identifying Parallel and Perpendicual Lines in Filipino | ALGEBRA| PAANO?,Filipino,m5eJLkgq3Hc,https://www.youtube.com/watch?v=m5eJLkgq3Hc
algebra,Algebra,ADDING AND SUBTRACTING Rational Expressions | ALGEBRA| PAANO?,Filipino,mEs3VUqmPGc,https://www.youtube.com/watch?v=mEs3VUqmPGc
algebra,Algebra,TRANSLATING  Algebraic Expressions AND Equations TO Word Problems | ALGEBRA | PAANO?,Filipino,mIfkWQ8wvNA,https://www.youtube.com/watch?v=mIfkWQ8wvNA
algebra,Algebra,Converting Conic Sections from General to Standard Form Using Desmos and Completing the Squares,English,muJEFJ98D84,https://www.youtube.com/watch?v=muJEFJ98D84
algebra,Algebra,PAG-MEASURE NG ANGLES NG MGA POLYGONS GAMIT ANG DIAGONALS | GEOMETRY,Filipino,nJ5HDek5W40,https://www.youtube.com/watch?v=nJ5HDek5W40
algebra,Algebra,Paggamit ng Order of Operation or PEMDAS | ALGEBRA | PAANO?,Filipino,oJPrPfIjKB0,https://www.youtube.com/watch?v=oJPrPfIjKB0
algebra,Algebra,SOLVING Linear Equations | Properties of equations | ALGEBRA | PAANO?,Filipino,oRhyDgCkIqM,https://www.youtube.com/watch?v=oRhyDgCkIqM
algebra,Algebra,LESSON ON Factor Root Theorem at Remainder Theorem IN SOLVING Polynomial Functions | ALGEBRA| PAANO?,Filipino,ooAaWh0Ucv0,https://www.youtube.com/watch?v=ooAaWh0Ucv0
algebra,Algebra,Paano Mag Simplify ng mga Complex Numbers at Imaginary Numbers | ALGEBRA,Filipino,oyYhfuHQUAc,https://www.youtube.com/watch?v=oyYhfuHQUAc
algebra,Algebra,📈 Writing the Equation of an Ellpise: Converting General to Standard Form! 🌟,English,pB6TEGkVuZQ,https://www.youtube.com/watch?v=pB6TEGkVuZQ
algebra,Algebra,"Matrix Arithmetic - Adding, Subtracting, at Multiplying Matrices | Linear Algebra",Filipino,pPkCyJiz-ds,https://www.youtube.com/watch?v=pPkCyJiz-ds
algebra,Algebra,ALGEBRA: Elementary Row Operations for Augmented Matrix in Filipino,Filipino,pazo14trUf8,https://www.youtube.com/watch?v=pazo14trUf8
algebra,Algebra,"HOW TO IDENTIFY IF A POLYNOMIAL FUNCTION IS EVEN OR ODD OR NEITHER, ANALYTICALLY",English,pfQ951Q4UWs,https://www.youtube.com/watch?v=pfQ951Q4UWs
algebra,Algebra,Matrix Arithmetic  - Linear Algebra,English,phGvEB3mua8,https://www.youtube.com/watch?v=phGvEB3mua8
algebra,Algebra,Implicit Differentiation Using Radical Function  part 3,English,q4Kg7yI2IyU,https://www.youtube.com/watch?v=q4Kg7yI2IyU
algebra,Algebra,Buksan ang Kaalaman sa Parabola,Filipino,q7fYOTIUhZk,https://www.youtube.com/watch?v=q7fYOTIUhZk
algebra,Algebra,Paano Magsolve ng Linear System Gamit ang Graphing Method | ALGEBRA| PAANO?,Filipino,qIIoeOeKcWU,https://www.youtube.com/watch?v=qIIoeOeKcWU
algebra,Algebra,Algebra - Solving and Graphing System of Linear Inequalities,English,qTTboE5pfrA,https://www.youtube.com/watch?v=qTTboE5pfrA
algebra,Algebra,📈 Writing Equation of a Parabola: Conic Sections - General to Standard Form! 🌟,English,qhmGimPffs4,https://www.youtube.com/watch?v=qhmGimPffs4
algebra,Algebra,Roots of a Polynomial,English,qo5ejOPa84g,https://www.youtube.com/watch?v=qo5ejOPa84g
algebra,Algebra,Solving Composition of Functions in Filipino (BASIC) | ALGEBRA,Filipino,quoGqILveyE,https://www.youtube.com/watch?v=quoGqILveyE
algebra,Algebra,"SOLVING FOR THE SQUARE, RHOMBUS, AND RECTANGLE USING ITS PROPERTIES | GEOMETRY",English,r-l6IxL7Zh0,https://www.youtube.com/watch?v=r-l6IxL7Zh0
algebra,Algebra,"HOW PARABOLA IS TRANSFORMING BY CHANGING THE VALUES OF a, h, and k | ALGEBRA",English,r7nP7S8OBIg,https://www.youtube.com/watch?v=r7nP7S8OBIg
algebra,Algebra,Algebra - How to Solve  Equations with Square Roots,English,rDd6KZhdMuc,https://www.youtube.com/watch?v=rDd6KZhdMuc
algebra,Algebra,PAANO MAG-PROVE NG PYTHAGOREAN THEOREM,Filipino,rTRd6LAo9ko,https://www.youtube.com/watch?v=rTRd6LAo9ko
algebra,Algebra,PAANO MAG-GRAPH NG SINE AND COSINE FUNCTION | TRIGONOMETRY,Filipino,rV2IXqA5D3o,https://www.youtube.com/watch?v=rV2IXqA5D3o
algebra,Algebra,Factoring ng Quadratic Equations sa Filipino | ALGEBRA| PAANO?,Filipino,rt2rGAICTCY,https://www.youtube.com/watch?v=rt2rGAICTCY
algebra,Algebra,SIMPLIFYING  Rational Expressions | ALGEBRA| PAANO?,Filipino,ryLusD-C2KA,https://www.youtube.com/watch?v=ryLusD-C2KA
algebra,Algebra,Multiplying Complex Numbers,English,sWjBV0aiAtI,https://www.youtube.com/watch?v=sWjBV0aiAtI
algebra,Algebra,FACTORING: UNDOING THE PRODUCT OF MULTIPLICATION | Paano Gumaling sa Math,Filipino,sccu79u-vLE,https://www.youtube.com/watch?v=sccu79u-vLE
algebra,Algebra,Implicit Differentiation With Exponential Function part 2,English,shEi_27zddg,https://www.youtube.com/watch?v=shEi_27zddg
algebra,Algebra,LECTURE: OPERATIONS NG MGA INTEGERS or POSITIVE AT NEGATIVE NUMBERS,Filipino,siqy0Vuc7_s,https://www.youtube.com/watch?v=siqy0Vuc7_s
algebra,Algebra,PAANO MAG-ANALYZE NG RATIONAL FUNCTIONS GAMIT ANG TECHNOLOGY | MATH TEACHING TIPS,Filipino,smgOj1HX6_s,https://www.youtube.com/watch?v=smgOj1HX6_s
algebra,Algebra,PAANO ISULAT ANG QUADRATIC EQUATION GIVEN ITS TABLE OF VALUES | ALGEBRA,Filipino,t1Gm_d3PTSc,https://www.youtube.com/watch?v=t1Gm_d3PTSc
algebra,Algebra,How to Factor Quadratic Equations,English,t9iwbRRpm2Y,https://www.youtube.com/watch?v=t9iwbRRpm2Y
algebra,Algebra,HOW TO CONVERT INTO THE METRIC SYSTEM | ALGEBRA,English,tKFAj15yVO8,https://www.youtube.com/watch?v=tKFAj15yVO8
algebra,Algebra,How to Prove Trigonometric Identities,English,tTuJCBUfmN4,https://www.youtube.com/watch?v=tTuJCBUfmN4
algebra,Algebra,HOW TO USE DESMOS TO SOLVE EQUATION BY FACTORING | MATH TEACHING TIPS,English,tiXlSAndRPk,https://www.youtube.com/watch?v=tiXlSAndRPk
algebra,Algebra,PAANO MAGSULAT NG ISANG TWO-COLUMN PROOF | GEOMETRY,Filipino,tvC8HUhocVU,https://www.youtube.com/watch?v=tvC8HUhocVU
algebra,Algebra,SOLVING TRAPEZOIDS USING ITS PROPERTIES | GEOMETRY,English,u0phLyil-So,https://www.youtube.com/watch?v=u0phLyil-So
algebra,Algebra,MULTIPLYING AND DIVIDING Rational Expressions | ALGEBRA| PAANO?,Filipino,u5Zto5__9S0,https://www.youtube.com/watch?v=u5Zto5__9S0
algebra,Algebra,ALGEBRA2:  Multiplying Complex Numbers,English,v5Y_vf1EOK4,https://www.youtube.com/watch?v=v5Y_vf1EOK4
algebra,Algebra,HOW TO PROVE THAT TRIANGLES ARE CONGRUENT | GEOMETRY,English,vFjc5Kc28HU,https://www.youtube.com/watch?v=vFjc5Kc28HU
algebra,Algebra,PAANO MAGSAGOT NG MGA DIRECT VARIATION PROBLEMS | ALGEBRA,Filipino,vHvAuX6k4Gs,https://www.youtube.com/watch?v=vHvAuX6k4Gs
algebra,Algebra,Writing Equation of a Line Given A Point and Slope | ALGEBRA | PAANO?,Filipino,vTzo04kwB2U,https://www.youtube.com/watch?v=vTzo04kwB2U
algebra,Algebra,Paano Pumasa sa College Entrance Test sa Math,Filipino,v_WXIo2lefU,https://www.youtube.com/watch?v=v_WXIo2lefU
algebra,Algebra,ANALYZING RATIONAL FUNCTION USING TECHNOLOGY | MATH TEACHING TIPS,English,vp3FG6NAtjg,https://www.youtube.com/watch?v=vp3FG6NAtjg
algebra,Algebra,BRINGING ORDER TO POWER | Law of Exponents | Paano Gumaling sa Math,Filipino,vrNgCzbMPPw,https://www.youtube.com/watch?v=vrNgCzbMPPw
algebra,Algebra,LECTURE: HOW TO SOLVE QUADRATIC FUNCTIONS (Part 1),English,vxpQTJT_IW0,https://www.youtube.com/watch?v=vxpQTJT_IW0
algebra,Algebra,Mga Practice Problems sa Pag Solve ng mga Radical Equations | ALGEBRA| PAANO?,Filipino,w79rpKCKlFw,https://www.youtube.com/watch?v=w79rpKCKlFw
algebra,Algebra,PAANO ISULAT ANG EQUATION NG PARABOLA GAMIT ANG SOLUTIONS NG QUADRATIC | ALGEBRA,Filipino,w9TlES1xi-o,https://www.youtube.com/watch?v=w9TlES1xi-o
algebra,Algebra,Analytic Geometry:  Conics - Analyzing a Circle in Filipino | ALGEBRA | PAANO?,Filipino,wchenlxoTz8,https://www.youtube.com/watch?v=wchenlxoTz8
algebra,Algebra,HOW TO FIND THE ROOTS OF A POLYNOMIAL | LEARN FROM HOME,Filipino,wrfUY9x5IcQ,https://www.youtube.com/watch?v=wrfUY9x5IcQ
algebra,Algebra,LOGARITHMS: Seeing Exponents in a different Perspective|Paano Gumaling sa Math,Filipino,wt5Fh1u4mfw,https://www.youtube.com/watch?v=wt5Fh1u4mfw
algebra,Algebra,Graphing Equations by Modeling or Plotting Points in Filipino | ALGEBRA| PAANO?,Filipino,x2sTZwm5D54,https://www.youtube.com/watch?v=x2sTZwm5D54
algebra,Algebra,HOW TO SOLVE WORD PROBLEMS INVOLVING QUADRATIC INEQUALITIES | ALGEBRA,English,xae19D-7J8k,https://www.youtube.com/watch?v=xae19D-7J8k
algebra,Algebra,USING PROPERTIES OF LOGARITHMS IN SOLVING EQUATIONS | ALGEBRA | PAANO?,Filipino,xhL8i6CgyQc,https://www.youtube.com/watch?v=xhL8i6CgyQc
algebra,Algebra,How to Solve for the Roots of Polynomials Using Factoring,English,xkwoV_97-04,https://www.youtube.com/watch?v=xkwoV_97-04
algebra,Algebra,"ALGEBRA: Lesson on Ratio and Proportion by Dr. E, Part 2 | Numberbender",Filipino,xohupyCGxRo,https://www.youtube.com/watch?v=xohupyCGxRo
algebra,Algebra,HOW TO SOLVE LOGARITHMIC EXPRESSIONS BY HAND,English,xpIYCKk0ePE,https://www.youtube.com/watch?v=xpIYCKk0ePE
algebra,Algebra,Converting Conics from General Equations to Standard Form Using Desmos and Completing the Squares,English,xt1zZ_gg6wI,https://www.youtube.com/watch?v=xt1zZ_gg6wI
algebra,Algebra,Solving and Graphing System of Linear Inequalities in Filipino | ALGEBRA| PAANO?,Filipino,xt6thfh646I,https://www.youtube.com/watch?v=xt6thfh646I
algebra,Algebra,Algebra Lesson on Simplifying Radical Expressions | ALGEBRA,English,xxKVQ5rLkf8,https://www.youtube.com/watch?v=xxKVQ5rLkf8
algebra,Algebra,REHEARSAL for MONDAY KUMU LIVE: FACTORING,English,yLrQqZ-9X_I,https://www.youtube.com/watch?v=yLrQqZ-9X_I
algebra,Algebra,"LET, UPCAT, SAT, MCQ REVIEW - Graphing Quadratics: Exploring the Vertex Form of Parabolas!  #math",English,yeKYd_OqniE,https://www.youtube.com/watch?v=yeKYd_OqniE
algebra,Algebra,Analytic Geometery: Conic Section - Analyzing Hyperbola in Filipino,Filipino,yke3HrBLl6s,https://www.youtube.com/watch?v=yke3HrBLl6s
